company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Soluevo,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Solve by Talent,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Solvex Solutions,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Sphere,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Sporty Group,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Squadra Digital,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
SquareDev,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Stayforlong,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Straive,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Synapse,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TAS Mülheim GmbH,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TOMRA Recycling,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TalTeam,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Taledo,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Talent Group,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Talkpal,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TeamUp,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tenille Zancanari,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Teya,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
The Functionary,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Trend4IT,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TriOptus,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
Tribe.xyz,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
UDS Tecnologia,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Université de Montréal,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
UpStream Global Services,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'services',,,
VML Enterprise Solutions,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Vaco,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Viettel IDC,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
VinSmart Future,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Virtú Pessoas e Conexões,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Visability Chile,1,0,0,0,0,0,50.0,Other,Management,25.1,LATAM_USD,HIGH,company name contains geographic keyword: 'chile',,,
Visible Magic,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Vizon Inc,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
WA FENIX,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
WSD GmbH,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Webstarted,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Wisebits Group,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
X-ATA,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Xmobots,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
YMinds.AI,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Yuval HR,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Zipdev,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
cerebre,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
iMile Delivery,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'delivery',,,
novanotio,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
peoplepath,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
serviceminds GmbH,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
skie.io,1,0,1,0,0,0,45.0,Talent Acquisition,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
softwarenaut GmbH,1,0,0,0,0,0,50.0,Partner,Management,25.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
talea.de,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Фриланс,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
מרטנס | Mertens – מקבוצת מלם תים,1,1,0,0,0,0,44.0,Recruiter,Recruiting,25.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Lit Digital,2,0,0,0,1,1,45.5,Data Engineer,Data Engineering,25.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
MadeinWeb,2,1,0,0,0,0,43.5,HR,HR,25.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
slantis,2,0,1,0,0,0,44.5,HR,Management,25.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Azion,3,0,2,0,0,0,39.0,Talent Acquisition,Recruiting,24.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DataArt,3,1,0,0,0,0,42.7,Other,Management,24.7,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Grupo Taking,3,1,1,0,0,0,37.7,Other,Recruiting,24.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BHS,2,1,0,0,0,0,43.0,Other,Other,24.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Olympus Corporation of the Americas,2,0,0,0,2,0,41.0,Director,Management,24.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cielo,8,0,0,2,0,3,31.5,Data Engineer,Analytics,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NTConsult,8,3,0,0,0,0,29.6,Other,Other,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
2C Capital | Search Fund,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ANZ Talent Hub,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Accorp Partners CPA LLC,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Airticles.ai,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Alvarez & Marsal,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Analisia,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Archive,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Argon Strategy GmbH & Co. KG,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Asociación de Gerentes de Guatemala,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Avalia Systems,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BRAV AG,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bash Chile,1,0,0,0,0,0,49.0,HR,HR,24.6,LATAM_USD,HIGH,company name contains geographic keyword: 'chile',,,
Black Eagle Treinamentos,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BrandRH+TI,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Brooklyn Sports & Entertainment,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Brownian Motion GmbH,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CG Infinity,1,0,0,0,1,0,45.0,Director,Analytics,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Career Assistance Network,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Charta Health,1,1,0,0,0,0,43.0,Sourcer,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
De Zakkencentrale- Exim,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Devereux,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Draiven,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
ENTRERRIOS AUTOMATIZACION S.A,1,0,0,0,1,0,45.0,Director,Management,24.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
ERO Serviços,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Emarlex Multiventure,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Entropy,1,1,0,0,0,0,43.0,Sourcer,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ern3st Works,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Etage 0,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Everest Group,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Finix,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Five Acts,1,0,0,0,1,0,45.0,Director,Analytics,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Flipkart,1,0,1,0,0,0,44.0,Talent Acquisition,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Frequentis,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GFT Group,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Gloop Recrutamento,1,1,0,0,0,0,43.0,Recruiter,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Gontijo Tecnologia,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Green Place Agro,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Apisul,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Parisien,1,0,0,0,0,0,49.0,HR,HR,24.6,EUROPE,HIGH,company name contains geographic keyword: 'paris',,,
Grupo Vezor,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
HANDS-ON AGILE COACHING PTY LTD,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Harel Insurance & Finance,1,1,0,0,0,0,43.0,Sourcer,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Headgate GmbH,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
INTELIE,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IT28,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Interim Finance Group,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
JBS USA,1,0,0,0,0,0,49.0,Other,Analytics,24.6,US_CANADA_NEARSHORE,HIGH,company name contains geographic keyword: 'usa',,,
KNAPP AG,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
KOMVOS,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
KPMG Singapore,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Landbot,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LuMay AI,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Lynkstr,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Manatal,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mariner Innovations,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Moovers,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Máximo Consultoria em Gestão e Pessoas,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
NEXXSEARCH,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Neo4j,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
O Partners,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Oliver James Associates,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Organizacional Consultoria e Benefícios Empresariais,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_CONSULTING,LOW,mixed signals: tech 'ai' + consulting 'consultoria',,,
Orienthar - Desenvolvimento Humano e Empresarial,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'desenvolvimento',,,
PENTABELL,1,1,0,0,0,0,43.0,Sourcer,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PMTraining,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Parque Tecnológico de Santo André,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Phenomenal,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Plano Consultoria Empresarial,1,0,0,0,1,0,45.0,Director,Management,24.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Practia Global,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Predita,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Prefeitura da Cidade do Recife,1,0,0,0,0,0,49.0,Other,Other,24.6,BRAZIL,HIGH,company name contains geographic keyword: 'recife',,,
Proxify,1,1,0,0,0,0,43.0,Sourcer,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
REHWALD ASSOCIATES GMBH,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ReSanCo,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Rita Batalha,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Rohde & Schwarz,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
S.A. RECASENS,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
STRADA,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Salt River Project,1,1,0,0,0,0,43.0,Sourcer,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Sankhya Gestão de Negócios,1,1,0,0,0,0,43.0,Recruiter,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Seekerh,1,1,0,0,0,0,43.0,Recruiter,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SentinelOne,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Strategy&,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Suno United Creators,1,0,0,0,1,0,45.0,Director,BI,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SynMax,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TAG - The Aspen Group,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Talfinity,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TapeMyDay,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
The HeartAway Foundation,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Transhow,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Unico ID,1,0,1,0,0,0,44.0,Talent Acquisition,Recruiting,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
VECTOR Informatik,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
VMtecnologia / VMpay,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
VR Advogados,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Veldon Property Ltd,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Vibra Comigo,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Viveo,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"WePeople - Gestão, evolução e liderança organizacional",1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Wells Fargo,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Zenika Singapore,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
asUgo,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
beaumont,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
conbex GmbH,1,1,0,0,0,0,43.0,Sourcer,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
klavi,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
talentsconnect AG,1,0,0,0,1,0,45.0,Director,Management,24.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
1GLOBAL,3,0,2,0,0,0,38.3,Talent Acquisition,Recruiting,24.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
K-Lab,3,1,1,0,0,1,37.3,Data Analyst,Recruiting,24.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Porto,3,0,0,0,0,0,48.3,Other,Other,24.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ManpowerGroup Chile,2,0,0,0,0,0,48.5,Consultant,Consulting,24.4,LATAM_USD,HIGH,company name contains geographic keyword: 'chile',,,
Prosigliere,2,0,1,0,0,1,43.5,Data Engineer,Data Engineering,24.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Robert Half,5,1,0,0,2,0,33.6,Director,Management,24.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
WAYON IT Solutions,5,2,0,0,0,0,35.6,Other,Other,24.3,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
AlixPartners,3,0,1,0,1,1,39.0,Data Scientist,Data Science / AI,24.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RandomTrees,3,0,2,0,0,0,38.0,Talent Acquisition,Recruiting,24.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SGF Global,3,2,0,0,0,0,36.0,Recruiter,Recruiting,24.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Workana,3,1,1,0,0,0,37.0,Consultant,Recruiting,24.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Hotmart,7,0,0,1,1,5,35.0,Data Engineer,Data Engineering,24.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TEKsystems,3,1,1,0,0,0,36.7,Other,Recruiting,24.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ZF Group,3,1,1,0,0,0,36.7,Other,Recruiting,24.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AllCloud,2,0,1,0,0,0,43.0,Other,Other,24.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'cloud',,,
Tech Mahindra,2,0,0,0,0,0,48.0,Other,Other,24.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
PicPay,12,0,0,2,0,5,29.8,Other,Analytics,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Strider,6,2,1,0,0,0,30.0,Other,Recruiting,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Teleperformance,5,0,2,0,0,0,37.2,Other,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
33 Talent,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
<codara />,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AGLab AI,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
AIIAHubLearning,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
ALMA Negócios,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AM Gestão de Talentos,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ARCLYTICS,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
